[
(-1.9987191665652923e-05, 7.4257316961999715e-06, -5.963329752864052e-05, 1.0),
(-4.448750352084173e-06, -2.0462763994754567e-05, -0.00011327390341922712, 1.0),
(0.5602390745444978, 0.1233016000712599, -0.2944269900052916, 1.0),
(-0.007105110437049089, -0.0299199732083546, 0.013587141277468406, -1.0),
(0.5977253243818623, 0.5835849676725076, -0.15243331007097272, 1.0),
(0.6061282486151818, 0.6153037957345369, -0.12817464399827028, 1.0),
(-0.8115789203127406, -0.29027066560411185, -0.6390723981116366, -1.0),
(-0.523398125713765, -0.0769594426796445, -0.3662130964399104, 1.0),
(0.09265234484494655, 0.029541306185348226, 0.042703341219876734, -1.0),
(-0.007186995398064999, -0.030264523984596448, 0.01374752926881262, -1.0),
(0.12960974282645488, 0.035429806507032424, 0.059743457829656954, -1.0),
(5.7663788723591545e-05, 0.0009877392747417238, -0.001315891976684462, 1.0),
(1.303822252268842e-05, -2.3041672310593494e-05, -3.6117757740362216e-05, -1.0),
(-1.1263084423604752, -0.39961619786671854, -0.8765081072136098, -1.0),
(0.01203149639179557, 0.6108096834734411, 0.33647968032246567, -1.0),
(0.21177191266659356, -0.1438709542292429, 0.12663529596975298, -1.0),
(0.10465759514803885, 0.033327863535252966, 0.04824590053351674, -1.0),
(0.42536215505409203, 0.6727344934137669, 0.4771521655719546, 1.0),
(0.3700170225285948, -0.7238779663125072, -0.5184094965985864, 1.0),
(0.20302085425638605, 0.16285949068669758, 0.18991575393268345, 1.0),
(-0.16021526710055412, 0.2843655240921521, 0.1528219013538603, -1.0),
(-0.004463675969990977, 0.051151800888232124, -0.0014570862306615973, -1.0),
(-0.015851420160698293, 0.18591217598207344, -0.005031982915395139, -1.0),
(-1.3711578904240535e-06, -7.461505974815433e-06, -2.4852874963880115e-05, -1.0),
(-0.00855961075222339, -0.03605522371253245, 0.01637218022852438, -1.0),
(-2.078922710221573e-05, 0.0006936085179257562, -0.0010475609568584912, 1.0),
(0.011730824997052358, 0.5980858499856367, 0.3294096276824128, -1.0),
(1.1246112524624436, -0.6365581164240837, 0.15260717413276836, 1.0),
(-0.006472909709642427, -0.027279153966023095, 0.012396255931973021, -1.0),
(-0.20916330219039736, 0.08920744998586017, 0.1720077702374354, 1.0),
(-0.012489277504374618, -0.05262179429327807, 0.023903468070279987, -1.0),
(0.12455371369517287, 0.03756941670015079, 0.057287195335074426, -1.0),
(0.10644136407329352, 0.03387830878041842, 0.049062433677221406, -1.0),
(0.8230890060055316, 0.18118678182748482, -0.43255945531917916, 1.0),
(3.9186909389193805e-05, -0.00022336996991008037, -0.0006525929988019791, 1.0),
(0.1947290453732924, -0.13237306722800746, 0.11643937003075067, -1.0),
(-5.035414016679816e-05, -0.0002349182126606137, -0.00028527986221032163, 1.0),
(0.1924825102009038, -0.130808165369956, 0.11510664404050885, -1.0),
(0.26779456996261075, 0.42571491187482735, 0.3007461189196974, 1.0),
(0.7138725160649813, 0.494048525676515, -0.7251114650354822, -1.0),
(0.0009248664671287071, -0.00037620706832641043, -0.001299020803035858, 1.0),
(0.5259947952201074, 0.4601867085195792, -0.1700929678158083, 1.0),
(0.1975752002242137, -0.1343029620683689, 0.11814135537968617, -1.0),
(-0.5309448880911738, -0.1884973511571708, -0.41567379430649254, -1.0),
(-0.29063659865346914, -0.5085897302558351, 0.2750759552564954, 1.0),
(2.8806221358283324, 4.736135773727881, -4.115536118211907, 1.0),
(0.2854089329198217, 0.4536097812798623, 0.32050889371250335, 1.0),
(-0.15114366629500076, -0.5637432522113279, -0.47636897798430056, 1.0),
(-0.00010632316466392504, 2.6870031048826804e-07, 6.804643254651552e-05, -1.0),
(0.04595227005394609, 1.2538738009773738, -0.8493768210503134, -1.0),
(0.05479609176667766, -1.0035811658812506, -0.7808978358501797, 1.0),
(0.10498314522100749, 0.03304255620584673, 0.04831907721439288, -1.0),
(0.0111416632155108, -0.10515789255615715, 0.059125028784213995, -1.0),
(-8.761889004015158e-07, 2.7205003643775583e-05, -2.808134212412298e-05, 1.0),
(0.00012657737507728792, 1.5617051843482737e-05, -0.00037702687493246234, 1.0),
(2.7254401600359732e-05, 1.3848169692064227e-06, -6.489963298497714e-05, -1.0),
(-0.12149860856280625, 1.1572804831605765, -0.9347423793996086, -1.0),
(-0.42548902641080844, 0.06750002593263105, -0.25387222591921343, 1.0),
(-0.3633527532507017, -0.10096264481779471, 0.15472089450727466, -1.0),
(-0.037835975307173086, -0.3376122945809428, -0.024437359482263776, -1.0),
(0.19312280763703704, -0.1312698057231101, 0.11548704452000846, -1.0),
(-0.00019838455600355506, 5.562629544866426e-05, -0.0003108510167410469, 1.0),
(-0.0039769383074680364, 0.04564934745768845, -0.001299606638675302, -1.0),
(0.2125089081205651, 0.3162571760293176, 0.2342429604075278, 1.0),
(0.19761249138506187, -0.1343210039058551, 0.11816593314291968, -1.0),
(-0.0006954942266797562, -1.5849326553241767e-05, 0.00032936846140353, 1.0),
(0.1984564315256172, -0.13491826525159567, 0.11867821257220434, -1.0),
(0.00016824072505272625, 0.00030970970699550904, -0.00047796888534912263, 1.0),
(-0.16750822542395127, 0.07133836325998733, 0.137756253888921, 1.0),
(-0.007254644793889431, -0.030523820750703035, 0.0138670681564117, -1.0),
(-0.0001418294206627091, -5.0753109659780124e-05, -0.0006536342661525724, 1.0),
(0.1997549248942505, 0.15998533408992444, 0.18684270427297633, 1.0),
(-0.00019176950288070718, -2.92130867006582e-06, 8.721925192637335e-05, 1.0),
(-0.00011124445458726706, 2.3538832739443784e-07, 7.096579286404274e-05, -1.0),
(-0.005129179477089407, 0.058876476638336506, -0.0016739087056732993, -1.0),
(0.00044514592518904786, 0.00012382289653123726, -0.0008140143031296551, 1.0),
(1.8384409260434982e-05, -0.00022613844236013016, -0.0002445275017995928, 1.0),
(-0.00047726632661750784, 4.6338529537277433e-07, 0.00030476179121645235, -1.0),
(-5.560327856013285e-05, 1.7587278454472418e-07, 3.554491653183934e-05, -1.0),
(0.19593582668542808, -0.13313574895667557, 0.11719437801723132, -1.0),
(-0.0013737129723799257, 1.1484476351180696e-06, 0.0008768237528351541, -1.0),
(0.6445727532263739, 0.6634817458963091, -0.11830023718944016, 1.0),
(-0.0011258646510231562, 1.8229384788422565e-06, 0.0007184191546552796, -1.0),
(-0.14604322760652444, 0.2592283980322989, 0.1393057396467885, -1.0),
(0.7265375855974483, -1.4857147369897064, 0.7310760012050324, 1.0),
